ID,Source,Default branch,XML launch files,Py launch files,Language,Issues (total),Open issues,Closed issues,PR (total),Open PRs,Closed PRs,Commits,Branches,Releases,Contributors,Description,URL,Categorized by,Batch,Included,Violated criterion,Scope,System type 1,System type 2,System type 3,Capability 1,Capability 2,Capability 3,SA documented,SA documentation,Notes
jackal/jackal,github,kinetic-devel,9,0,CMake,19,6,13,41,0,41,227,10,16,16,"Common packages for Jackal, including messages, robot description, and controllers",https://github.com/jackal/jackal,Ivano,2,YES,,SUBSYSTEM,Ground,,,Control,Navigation,,NO,,
jackal/jackal_robot,github,kinetic-devel,2,0,C++,2,0,2,12,0,12,119,8,13,7,Robot packages for Jackal,https://github.com/jackal/jackal_robot,Ivano,1,YES,,SUBSYSTEM,Ground,,,Control,Base,,NO,,Clearpath Jackal
Jaeyoung-Lim/mavros_controllers,github,master,8,0,C++,25,4,21,64,2,62,217,12,1,7,Aggressive trajectory tracking using mavros for PX4 enabled vehicles,https://github.com/Jaeyoung-Lim/mavros_controllers,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,YES,https://github.com/Jaeyoung-Lim/mavros_controllers,
jakeware/global_mapper,github,master,2,0,C++,0,0,0,3,0,3,117,2,0,4,A global mapping package for ros.,https://github.com/jakeware/global_mapper,Ivano,2,YES,,SUBSYSTEM,GEN,,,Mapping,,,NO,,
jbohren-forks/pr2_doors,github,master,51,0,C++,0,0,0,0,0,0,135,2,0,11,Fork of http://ros.org/wiki/pr2_doors,https://github.com/jbohren-forks/pr2_doors,Ivano,2,YES,,SUBSYSTEM,Ground,,,Control,,,NO,,
JBot/smart-robotics-ros-pkg,github,master,149,0,C++,2,2,0,0,0,0,264,2,0,6,ROS packages repository of the association SMART (autonomouS Multi Application Robot Team) ,https://github.com/JBot/smart-robotics-ros-pkg,Ivano,2,NO,I1,,,,,,,,,,
JdeRobot/RoboticsAcademy,github,master,9,0,Python,197,27,170,113,7,106,790,14,2,39,Learn Robotics with JdeRobot,https://github.com/JdeRobot/RoboticsAcademy,Ivano,2,NO,E1,,,,,,,,,,
JenniferBuehler/graspit-pkgs,github,master,13,0,C++,49,17,32,1,0,1,139,6,13,1,Collection of packages related to GraspIt!,https://github.com/JenniferBuehler/graspit-pkgs,Ivano,2,NO,E4,,,,,,,,,,
JHS-ARCC-Club/jetson_car,github,master,41,0,HTML,55,31,24,11,0,11,335,3,0,7,Repository for the development of the JHS Autonomous Race Car Club's ROS  Jetson Car (TX2) with RealSense D400,https://github.com/JHS-ARCC-Club/jetson_car,Ivano,2,YES,,FULL_SYSTEM,Selfdriving_car,,,FULL,,,NO,,
jhu-asco/aerial_autonomy,github,master,38,0,C++,0,0,0,214,4,210,1299,38,5,14,Easily extendable package for interacting with and defining state machines for autonomous aerial systems,https://github.com/jhu-asco/aerial_autonomy,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Planning,,,NO,,
jhu-dvrk/dvrk-ros,github,master,14,0,Python,15,3,12,17,0,17,564,8,11,26,daVinci Research Kit ROS stack ,https://github.com/jhu-dvrk/dvrk-ros,Ivano,2,YES,,FULL_SYSTEM,Other,,,FULL,,,PARTIALLY,https://github.com/jhu-dvrk/sawIntuitiveResearchKit/wiki/kazanzides-chen-etal-icra-2014.pdf,
jhu-lcsr/sp_segmenter,github,master,6,0,C++,3,3,0,2,0,2,1007,4,0,9,"Superpixel-based semantic segmentation, with object pose estimation and tracking. Provided as a ROS package.",https://github.com/jhu-lcsr/sp_segmenter,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
jitrc/eklavya-ros-pkg,github,master,28,0,C,0,0,0,1,0,1,443,2,0,14,Repo for Eklavya bot of Autonomous Ground Vehicle Research Group IIT Kharagpur,https://github.com/jitrc/eklavya-ros-pkg,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
jnez71/lqRRT,github,master,2,0,Python,9,3,6,5,0,5,160,2,0,5,Kinodynamic RRT Implementation,https://github.com/jnez71/lqRRT,Ivano,2,YES,,SUBSYSTEM,Ground,,,Planning,,,NO,,
jondy276/rosbots,bitbucket,release,30,0,python,0,0,0,0,0,0,852,9,NA,12,Api for use in TDDD63 with Nao and Ros. ,https://bitbucket.org/jondy276/rosbots,Ivano,2,NO,E1,,,,,,,,,,
jsk-ros-pkg/geneus,github,master,1,0,Python,11,3,8,53,3,50,137,2,14,6,,https://github.com/jsk-ros-pkg/geneus,Ivano,2,NO,E8,,,,,,,,,,
jsk-ros-pkg/jsk_3rdparty,github,master,20,0,Python,45,5,40,119,8,111,1801,2,110,46,,https://github.com/jsk-ros-pkg/jsk_3rdparty,Ivano,2,NO,I1,,,,,,,,,,
jsk-ros-pkg/jsk_common,github,master,81,0,Python,440,47,393,1191,7,1184,3887,2,108,84,common programs for jsk-ros-pkg,https://github.com/jsk-ros-pkg/jsk_common,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,DevSupport,,,NO,,
jsk-ros-pkg/jsk_control,github,master,116,0,Common Lisp,57,11,46,663,7,656,1999,2,15,53,jsk control ros packages,https://github.com/jsk-ros-pkg/jsk_control,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,Control,,,NO,,
jsk-ros-pkg/jsk_planning,github,master,27,0,Common Lisp,6,1,5,64,1,63,280,2,14,13,JSK planning packages,https://github.com/jsk-ros-pkg/jsk_planning,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,Planning,,,NO,,
jsk-ros-pkg/jsk_pr2eus,github,master,43,0,Common Lisp,81,25,56,313,10,303,1455,3,31,49,PR2 euslisp packages,https://github.com/jsk-ros-pkg/jsk_pr2eus,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,Infrastructural,,,NO,,
jsk-ros-pkg/jsk_recognition,github,master,414,0,C++,269,34,235,2165,38,2127,6080,2,105,97,JSK perception ROS packages,https://github.com/jsk-ros-pkg/jsk_recognition,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,Vision,,,NO,,
jsk-ros-pkg/jsk_robot,github,master,164,0,Common Lisp,240,52,188,859,45,814,2752,6,27,79,jsk-ros-pkg/jsk_robot,https://github.com/jsk-ros-pkg/jsk_robot,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,Base,,,NO,,
jsk-ros-pkg/jsk_roseus,github,master,65,0,Common Lisp,125,32,93,490,14,476,2318,4,74,47,ROS EusLisp Client,https://github.com/jsk-ros-pkg/jsk_roseus,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,Infrastructural,,,NO,,
jsk-ros-pkg/jsk_visualization,github,master,50,0,C++,73,6,67,665,1,664,2115,3,45,49,jsk visualization ros packages,https://github.com/jsk-ros-pkg/jsk_visualization,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,DevSupport,,,NO,,
jsk-ros-pkg/openrave_planning,github,master,15,0,C++,6,2,4,14,0,14,643,2,10,9,openrave ROS packages,https://github.com/jsk-ros-pkg/openrave_planning,Ivano,2,YES,,SUBSYSTEM,Humanoid ,Ground,,Planning,,,NO,,
JulianYG/perls,github,master,26,0,Python,1,1,0,0,0,0,979,7,0,8,SteamVR - BulletPhysics - ROS interface,https://github.com/JulianYG/perls,Ivano,2,NO,I2,,,,,,,,,,
KaiL4eK/ros_course,github,master,12,0,Jupyter Notebook,15,3,12,1,0,1,119,3,1,7,,https://github.com/KaiL4eK/ros_course,Ivano,2,NO,E1,,,,,,,,,,
kalakris/stomp,github,master,14,0,C++,2,2,0,0,0,0,101,2,0,1,STOMP motion planner for ROS Groovy,https://github.com/kalakris/stomp,Ivano,2,YES,,SUBSYSTEM,Manu,,,Planning,,,NO,,
kanakkabara/Autonomous-Drifting,github,master,4,0,Jupyter Notebook,0,0,0,5,0,5,164,4,0,6,Autonomous Drifting using Reinforcement Learning ,https://github.com/kanakkabara/Autonomous-Drifting,Ivano,2,NO,E1,,,,,,,,,,
karrerm/fastfusion_ros,github,master,2,0,C++,1,1,0,16,0,16,179,3,0,2,ROS wrapper around TUM's fastfusion,https://github.com/karrerm/fastfusion_ros,Ivano,2,NO,E9,,,,,,,,,,
KCL-Planning/ROSPlan,github,master,7,0,C++,97,34,63,99,6,93,876,7,0,27,The ROSPlan framework provides a generic method for task planning in a ROS system.,https://github.com/KCL-Planning/ROSPlan,Ivano,2,YES,,SUBSYSTEM,GEN,,,Planning,,,YES,https://kcl-planning.github.io/ROSPlan/documentation/,
KevinOchs/hexapod_ros,github,master,17,0,C++,9,1,8,13,0,13,210,4,1,8,ROS Hexapod stack with functioning 2D and 3D mapping. ,https://github.com/KevinOchs/hexapod_ros,Ivano,2,NO,E3,,,,,,,,,,
Kinovarobotics/kinova-ros,github,master,129,0,C++,186,39,147,59,6,53,680,10,6,47,Official ROS packages for Kinova robotic arms,https://github.com/Kinovarobotics/kinova-ros,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
Kivo0/Visual-Servoing-ROS,github,master,11,0,Python,1,0,1,1,0,1,234,3,0,5,this is for visual servoing of a turtlebot combined with navigation management,https://github.com/Kivo0/Visual-Servoing-ROS,Ivano,2,YES,,SUBSYSTEM,Ground,,,Planning,Navigation,Slam,YES,https://github.com/Kivo0/Visual-Servoing-ROS/blob/master/Turtlebot_navigation.pdf,
knorth55/ros_chainercv,github,master,50,0,Python,1,0,1,0,0,0,129,2,0,1,ROS wrapper for chainercv with catkin_virtualenv,https://github.com/knorth55/ros_chainercv,Ivano,2,NO,E9,,,,,,,,,,
knowrob/knowrob,github,master,4,0,Prolog,76,13,63,138,2,136,2236,8,3,39,KnowRob core packages and general issue tracker for the KnowRob knowledge base,https://github.com/knowrob/knowrob,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,NO,,
ku-ya/uav_geometric_controller,github,master,15,0,Python,15,8,7,10,0,10,417,2,4,15,UAV node for ROS,https://github.com/ku-ya/uav_geometric_controller,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,PARTIALLY,https://github.com/ku-ya/uav_geometric_controller/tree/master/documentation,
kucars/haptic_teleoperation,github,master,15,0,C++,0,0,0,0,0,0,148,3,0,10,A ROS package for haptic teleoperation,https://github.com/kucars/haptic_teleoperation,Ivano,2,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
kuka-isir/cart_opt_ctrl,github,master,3,0,C++,3,0,3,2,0,2,176,5,0,4,RTT/ROS minimal operational space controller,https://github.com/kuka-isir/cart_opt_ctrl,Ivano,2,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
KumarRobotics/bluefox2,github,master,6,0,C++,20,4,16,11,0,11,261,2,0,7,ROS driver for the Matrix Vision mvBlueFOX cameras,https://github.com/KumarRobotics/bluefox2,Ivano,2,NO,E7,,,,,,,,,,
KumarRobotics/flea3,github,master,3,0,C++,14,5,9,14,0,14,139,3,0,7,ROS driver for flea3/grasshopper3 camera,https://github.com/KumarRobotics/flea3,Ivano,2,NO,E7,,,,,,,,,,
KumarRobotics/imu_vn_100,github,master,1,0,C,17,2,15,7,1,6,100,2,0,8,ROS driver for VN-100 of VectorNav Technologies,https://github.com/KumarRobotics/imu_vn_100,Ivano,2,NO,E7,,,,,,,,,,
KumarRobotics/mrsl_quadrotor,github,master,5,0,C++,2,0,2,2,0,2,116,4,0,5,,https://github.com/KumarRobotics/mrsl_quadrotor,Ivano,2,NO,I2,,,,,,,,,,
KumarRobotics/ublox,github,master,1,0,C++,33,18,15,20,3,17,195,2,0,7,A driver for ublox gps,https://github.com/KumarRobotics/ublox,Ivano,2,NO,E7,,,,,,,,,,
laas/hueblob,github,master,2,0,C++,1,0,1,0,0,0,138,5,0,4,Stereo blob tracking for ROS,https://github.com/laas/hueblob,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
laas/robot-viewer,github,master,3,0,Python,7,3,4,0,0,0,410,7,16,11,,https://github.com/laas/robot-viewer,Ivano,2,NO,E8,,,,,,,,,,
laboshinl/loam_velodyne,github,master,3,0,C++,108,74,34,31,6,25,150,3,0,17,Laser Odometry and Mapping (Loam) is a realtime method for state estimation and mapping using a 3D lidar.,https://github.com/laboshinl/loam_velodyne,Ivano,2,YES,,SUBSYSTEM,GEN,,,Slam,,,NO,,
lagadic/vision_visp,github,master,16,0,C++,60,21,39,32,0,32,706,22,49,15,ViSP stack for ROS,https://github.com/lagadic/vision_visp,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,http://team.inria.fr/lagadic/pdf/2005_ieee_ram_marchand.pdf,
lagadic/visp_tracker-deprecated,github,master,15,0,C++,0,0,0,5,0,5,173,7,2,5,Deprecated ROS component wrapping ViSP trackers.,https://github.com/lagadic/visp_tracker-deprecated,Ivano,2,NO,E3,,,,,,,,,,
larics/cartographer_combined,github,master,19,0,C++,0,0,0,0,0,0,1660,2,4,60,Combined cartographer and cartographer_ros repositories,https://github.com/larics/cartographer_combined,Ivano,2,NO,E10,,,,,,,,,,
leggedrobotics/darknet_ros,github,master,4,0,C++,134,76,58,29,2,27,249,5,4,15,YOLO ROS: Real-Time Object Detection for ROS,https://github.com/leggedrobotics/darknet_ros,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,YES,https://github.com/leggedrobotics/darknet_ros,
leggedrobotics/free_gait,github,master,3,0,C++,25,11,14,50,3,47,905,14,7,28,An Architecture for the Versatile Control of Legged Robots,https://github.com/leggedrobotics/free_gait,Ivano,2,YES,,SUBSYSTEM,Ground,,,Control,,,PARTIALLY,https://www.researchgate.net/publication/312111333,Legged robots
leggedrobotics/xpp,github,master,13,0,C++,5,1,4,6,0,6,282,2,12,7, Visualization of Motions for Legged Robots in ros-rviz,https://github.com/leggedrobotics/xpp,Ivano,2,NO,I2,,,,,,,,,,
leonard-lab/dcslROS,github,groovy-devel,44,0,C,48,8,40,0,0,0,483,8,10,6,Source code for Miabot and Beluga ROS System,https://github.com/leonard-lab/dcslROS,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
lfermin77/Incremental_DuDe_ROS,github,master,6,0,C++,3,3,0,4,1,3,107,6,0,3,,https://github.com/lfermin77/Incremental_DuDe_ROS,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
LGD-Fr/hand_control,github,master,3,0,C++,0,0,0,0,0,0,285,2,4,8,"ROS package to control a ""Parrot AR Drone"" with the hand movements measured by a Microsoft Kinect sensor.",https://github.com/LGD-Fr/hand_control,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Control,,,NO,,
linorobot/linorobot,github,master,18,0,C++,19,1,18,9,0,9,207,5,9,9,"ROS Compatible ground robots (2WD, 4WD, Ackermann Steering, Mecanum Drive)",https://github.com/linorobot/linorobot,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
lmiguelvargasf/trajectory_tracking,github,master,1,0,Python,2,2,0,42,0,42,563,2,0,2,An application to test controllers on mobile robots.,https://github.com/lmiguelvargasf/trajectory_tracking,Ivano,2,NO,I2,,,,,,,,,,
locusrobotics/catkin_virtualenv,github,devel,4,0,Python,14,1,13,29,0,29,113,4,13,5,Bundle python requirements in a catkin package via virtualenv,https://github.com/locusrobotics/catkin_virtualenv,Ivano,2,NO,E8,,,,,,,,,,
lucasw/imgui_ros,github,melodic,2,1,C++,81,53,28,0,0,0,360,9,0,1,"View ros images, visualize in 2D and 3D, and interact with nodes through topics and services using https://github.com/ocornut/imgui",https://github.com/lucasw/imgui_ros,Ivano,2,YES,,SUBSYSTEM,GEN,,,DevSupport,,,NO,,
magazino/pylon_camera,github,indigo-devel,2,0,C++,37,18,19,19,5,14,875,2,156,27,ROS-Driver for Basler Cameras,https://github.com/magazino/pylon_camera,Ivano,2,NO,E7,,,,,,,,,,
MalcolmMielle/Auto-Complete-Graph,github,SSRR2017,4,0,C++,2,0,2,0,0,0,252,3,1,1,"a method to integrate an emergency map into a robot map, so that the robot can plan its way toward places it has not yet explored.",https://github.com/MalcolmMielle/Auto-Complete-Graph,Ivano,2,YES,,SUBSYSTEM,GEN,,,Slam,,,NO,,
markusk/minibot,github,master,15,0,C,0,0,0,0,0,0,767,2,44,1,My little Raspberry Pi and ROS robot - with python.,https://github.com/markusk/minibot,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
marooncn/plantbot,github,master,7,0,Python,0,0,0,0,0,0,106,2,0,3,A New ROS-based Robot Platform for Fast Building and Developing,https://github.com/marooncn/plantbot,Ivano,2,NO,E1,,,,,,,,,,
mavlink/mavros,github,master,13,0,C++,941,74,867,306,6,300,1862,8,82,84,MAVLink to ROS gateway with proxy for Ground Control Station,https://github.com/mavlink/mavros,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Infrastructural,,,NO,,
Mayankm96/airsim_img_publisher,github,master,10,0,C++,1,0,1,0,0,0,103,2,0,7,ROS Wrapper in C++ for Microsoft AirSim ,https://github.com/Mayankm96/airsim_img_publisher,Ivano,2,NO,I2,,,,,,,,,,
mcgill-robotics/ros-interop,github,master,4,0,Python,11,4,7,60,0,60,143,4,28,5,📶 AUVSI SUAS interoperability ROS client,https://github.com/mcgill-robotics/ros-interop,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Integration,,,YES,https://github.com/mcgill-robotics/ros-interop,
mcgill-robotics/ros-tritech-micron,github,master,1,0,Python,3,1,2,3,0,3,120,3,1,9,🔊 Tritech Micron SONAR ROS driver,https://github.com/mcgill-robotics/ros-tritech-micron,Ivano,2,NO,E7,,,,,,,,,,
mdalal2020/sawyer_control,github,master,1,0,Python,1,0,1,13,0,13,263,3,0,9,Python3 ROS Interface to Rethink Sawyer Robots with OpenAI Gym Compatibility ,https://github.com/mdalal2020/sawyer_control,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
MichalDobis/osm_planner,github,master,4,0,C++,1,1,0,0,0,0,123,4,0,5,Experimental ROS package for finding path on OpenStreetMap using dijkstra algorithm,https://github.com/MichalDobis/osm_planner,Ivano,2,YES,,SUBSYSTEM,Ground,,,Planning,,,YES,https://github.com/MichalDobis/osm_planner/wiki/2.-ROS-API,
mikeferguson/robot_calibration,github,master,6,0,C++,44,15,29,22,0,22,181,4,16,6,Generic calibration for robots,https://github.com/mikeferguson/robot_calibration,Ivano,2,NO,E7,,,,,,,,,,
mitchell_scott/sphero_swarm_ros,bitbucket,master,3,0,NA,0,0,0,0,0,0,128,3,NA,8,,https://bitbucket.org/mitchell_scott/sphero_swarm_ros,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,https://bitbucket.org/mitchell_scott/sphero_swarm_ros/src/master/,
mkhuthir/RoboND-Robot-Localization-Project,github,master,8,0,CMake,1,1,0,0,0,0,113,2,0,2,ROS Robot Localization Using AMCL ROS Package,https://github.com/mkhuthir/RoboND-Robot-Localization-Project,Ivano,2,NO,E1,,,,,,,,,,
mrpt-ros-pkg/mrpt_navigation,github,master,19,0,C++,45,9,36,66,1,65,421,3,22,22,"ROS nodes wrapping core MRPT functionality: localization, autonomous navigation, rawlogs, etc.",https://github.com/mrpt-ros-pkg/mrpt_navigation,Ivano,2,NO,E8,,,,,,,,,,
mrpt-ros-pkg/mrpt_slam,github,master,19,0,C++,28,4,24,30,1,29,277,3,9,14,ROS wrappers for SLAM algorithms in MRPT,https://github.com/mrpt-ros-pkg/mrpt_slam,Ivano,2,NO,E4,,,,,,,,,,
mrsd16teamd/loco_car,github,master,161,0,C++,6,1,5,0,0,0,637,16,0,13,"Software for LOCO, our autonomous drifting RC car. ",https://github.com/mrsd16teamd/loco_car,Ivano,2,NO,E1,,,,,,,,,,
mrsp/serow,github,master,5,0,C++,1,0,1,0,0,0,169,3,0,5,SEROW Framework for Humanoid Robot Walking Estimation,https://github.com/mrsp/serow,Ivano,2,NO,E3,,,,,,,,,,
MST-Robotics/Jomegatron_IGVC,github,master,40,0,C++,13,6,7,0,0,0,144,4,3,7,Jomegatron's ROS stacks and support files for the IGVC robotics competition,https://github.com/MST-Robotics/Jomegatron_IGVC,Ivano,2,NO,E1,,,,,,,,,,
muralivnv/asl_gremlin_pkg,github,master,10,0,C++,0,0,0,0,0,0,105,2,2,1,ROS package for online trajectory generation and tracking using nonlinear control law for ground vehicle,https://github.com/muralivnv/asl_gremlin_pkg,Ivano,2,YES,,SUBSYSTEM,Ground,,,Navigation,,,NO,,
NiryoRobotics/niryo_one_ros,github,master,33,0,C++,12,1,11,17,2,15,131,3,4,6,Niryo One ROS stack,https://github.com/NiryoRobotics/niryo_one_ros,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,PARTIALLY,https://niryo.com/docs/niryo-one/developer-tutorials/get-started-with-the-niryo-one-ros-stack/,
Nishida-Lab/forest_robot_project,github,master,24,0,C++,10,3,7,25,0,25,268,12,0,8,,https://github.com/Nishida-Lab/forest_robot_project,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
Nishida-Lab/motoman_project,github,indigo-devel,157,0,C++,40,12,28,91,1,90,828,4,0,14,Motoman用のリポジトリ,https://github.com/Nishida-Lab/motoman_project,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,PARTIALLY,https://github.com/Nishida-Lab/motoman_project/wiki/%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%E6%A7%8B%E6%88%90,
Nishida-Lab/rosbook_pkgs,github,master,33,0,C++,25,6,19,25,0,25,190,4,0,6,「実用ロボット開発のためのROSプログラミング」サンプルコード,https://github.com/Nishida-Lab/rosbook_pkgs,Ivano,2,NO,E1,,,,,,,,,,
nmssilva/augmented_perception,github,master,12,0,C++,0,0,0,0,0,0,137,2,0,2,"Semi-automatic detection, tracking and labelling of active targets for autonomous driving.",https://github.com/nmssilva/augmented_perception,Ivano,2,NO,E1,,,,,,,,,,
Nsteel/Apollo_13,github,master,31,0,C++,0,0,0,4,0,4,173,8,0,4,Implementation of the ROS Navigation Stack on a car-like robot using teb-planner. Implementation of lane detection. Implementation of autonomous exploration,https://github.com/Nsteel/Apollo_13,Ivano,2,YES,,SUBSYSTEM,Selfdriving_car,,,Navigation,,,NO,,
NXROBO/spark,github,master,181,0,Jupyter Notebook,2,2,0,9,3,6,136,9,0,8,This repository contains the ROS wrapper of Sparks's driver plus various ROS applications.,https://github.com/NXROBO/spark,Ivano,2,NO,E7,,,,,,,,,,
oaklandsmartvehicles/sequoia_ros,github,master,28,0,C++,0,0,0,0,0,0,133,2,0,7,ROS packages for OU's IGVC Self-Drive competition entry,https://github.com/oaklandsmartvehicles/sequoia_ros,Ivano,2,NO,E1,,,,,,,,,,
occamLab/tango_ros_bridge,github,master,4,0,C++,2,2,0,12,2,10,116,7,0,10,Allows the streaming of sensor data from a Google Tango smartphone to a computer running ROS,https://github.com/occamLab/tango_ros_bridge,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,YES,https://github.com/occamLab/tango_ros_bridge/blob/master/docs/images/tango_ros_bridge_architecture.png,
Octanis1/Octanis1-ROS,github,master,37,0,C++,32,3,29,0,0,0,179,2,0,9,ROS setup for Octanis Rover SBC.,https://github.com/Octanis1/Octanis1-ROS,Ivano,2,NO,I1,,,,,,,,,,
OctoMap/octomap_mapping,github,kinetic-devel,4,0,C++,17,8,9,39,4,35,144,15,38,14,"ROS stack for mapping with OctoMap, contains octomap_server package",https://github.com/OctoMap/octomap_mapping,Ivano,2,NO,E9,,,,,,,,,,
olin-robotic-sailing/oars-roboboat,github,master,21,0,Python,41,25,16,17,0,17,269,17,0,16,OARS 2016-2017 - AUVSI Roboboat (inactive),https://github.com/olin-robotic-sailing/oars-roboboat,Ivano,2,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,NO,,
olin-robotic-sailing/trans-atlantic-sailboat,github,master,5,0,Python,1,1,0,6,1,5,132,11,0,11,The home of Olin's multi-year trans-Atlantic sailboat endeavor. (active),https://github.com/olin-robotic-sailing/trans-atlantic-sailboat,Ivano,2,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,YES,https://github.com/olin-robotic-sailing/trans-atlantic-sailboat,
omwdunkley/crazyflieROS,github,master,8,0,Python,4,4,0,0,0,0,105,2,0,1,A GUI for controlling the Crazyflie with ROS input/output,https://github.com/omwdunkley/crazyflieROS,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Integration,,,NO,,
ooleksyuk/CarND-Capstone,github,master,14,0,Python,0,0,0,7,0,7,122,7,0,21,CarND Capstone,https://github.com/ooleksyuk/CarND-Capstone,Ivano,2,NO,E1,,,,,,,,,,
OpenAgInitiative/openag_brain,github,develop,8,0,Python,0,0,0,0,0,0,901,3,4,19,ROS package for controlling an OpenAg food computer,https://github.com/OpenAgInitiative/openag_brain,Ivano,2,NO,E3,,,,,,,,,,
opencog/ghost_bridge,github,master,3,0,Python,2,1,1,14,0,14,1406,4,12,25,A ROS bridge between the Hanson Robotics stack and OpenCog's GHOST,https://github.com/opencog/ghost_bridge,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,NO,,
OrebroUniversity/yumi,github,master,37,0,C++,23,6,17,9,1,8,148,10,3,8,ROS packages pertaining to the ABB YuMi (IRB 14000) robot,https://github.com/OrebroUniversity/yumi,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
OSLL/slam-constructor,github,master,6,0,C++,3,3,0,13,0,13,251,17,5,11,SLAM Constructor Framework,https://github.com/OSLL/slam-constructor,Ivano,2,YES,,SUBSYSTEM,GEN,,,Slam,,,YES,https://github.com/OSLL/slam-constructor,
OSLL/tiny-slam-ros-cpp,github,master,1,0,C++,1,1,0,23,0,23,123,6,1,5,TinySLAM implementation for ROS (C++ version),https://github.com/OSLL/tiny-slam-ros-cpp,Ivano,2,YES,,SUBSYSTEM,GEN,,,Slam,,,YES,https://github.com/OSLL/tiny-slam-ros-cpp,
osrf/capabilities,github,master,23,0,Python,37,10,27,51,1,50,277,3,3,9,Implements the concept of capabilities as part of the robots-in-concert system.,https://github.com/osrf/capabilities,Ivano,2,YES,,SUBSYSTEM,GEN,,,Planning,Integration,,PARTIALLY,https://docs.google.com/document/d/18kAOYxSmVE1ZEQ5P1nbrJalR8vSynuqu9QFaFzxxeqY/edit,
osrf/rqt_graphprofiler,github,master,3,0,Python,30,9,21,5,1,4,112,3,4,3,An experimental visualization system for anonymous publish subscribe architectures.,https://github.com/osrf/rqt_graphprofiler,Ivano,2,NO,E5,,,,,,,,,,
osu-uwrt/riptide_software,github,master,49,0,C++,18,0,18,228,1,227,1246,8,0,26,The software packages which power The OSU Underwater Robotics Team's AUV.,https://github.com/osu-uwrt/riptide_software,Ivano,2,YES,,FULL_SYSTEM,Underwater,,,FULL,,,YES,https://github.com/osu-uwrt/riptide_software/blob/master/diagrams/Riptide_Software_Stack_Full.png,
OSUPhysicsCapstone15/CapstoneROS,github,master,2,0,C++,0,0,0,0,0,0,147,5,0,10,Just the ROS side of the Capstone Robot,https://github.com/OSUPhysicsCapstone15/CapstoneROS,Ivano,2,NO,E1,,,,,,,,,,
OSUrobotics/ros-3d-interaction,github,indigo-devel,20,0,Python,4,1,3,1,0,1,318,10,1,4,"Contains packages for projecting interfaces into the world, and interacting with those interfaces",https://github.com/OSUrobotics/ros-3d-interaction,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
OUXT-Polaris/robotx_core,github,master,58,0,C++,6,2,4,92,0,92,581,41,0,7,core packages in robotx_packages,https://github.com/OUXT-Polaris/robotx_core,Ivano,2,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,NO,,
